WGS84_latitude,WGS84_longitude,Database_number,temperature_in_c,pH_robust,redox_potential_in_mV_robust,total_dissolved_solids_in_mmol/L_log_robust,O2_in_mmol/L_log_robust,Na_in_mmol/L_log_robust,Mg_in_mmol/L_log_robust,Ca_in_mmol/L_log_robust,Cl_in_mmol/L_log_robust,SO4_in_mmol/L_log_robust,HCO3_in_mmol/L_log_robust,Li_in_mmol/L_log_robust,K_in_mmol/L_log_robust,Sr_in_umol/L_log_robust,NH4_in_umol/L_log_robust,Fe_in_mmol/L_log_robust,Mn_in_mmol/L_log_robust,F_in_umol/L_log_robust,NO3_in_mmol/L_log_robust,H2SiO3_in_umol/L_log_robust,HS_in_mmol/L_robust
44.28861111,7.077744444,5,55.6,1.3499999999999996,,-0.4972405418583062,,-0.41044002670665125,-0.510965600537645,-0.5438536673018044,-0.3402651570093723,-0.38968437209015216,-0.745631746076926,-0.3111206359883408,-0.3080704300569571,,,,,1.2798180935068322,,,
44.67527778,8.480555556,5,70.5,1.2400000000000002,,-0.11003314250962844,,-0.08404149654085281,-0.4559721139477962,0.10428416339563033,-0.02171254155917097,0.5001728572626167,-1.0163881466113764,,-0.23445564937509217,,,,,,,,
44.7,8.466666667,5,69.5,0.879999999999999,,-0.13701818367718122,,-0.12371157561064348,-0.5082390633284332,0.10994799966706519,-0.0311275539330878,0.3794848977445846,-1.1553422610750135,-0.18762668190903833,-0.27211713800672904,,,,,0.8869492199254201,,,
44.6333333,8.466666667,5,17.4,0.2999999999999998,,-0.6885532763595955,,-0.826565375678799,-0.25787870450014033,-0.04607855693742486,-0.7857772568647207,-0.1468385348848805,-0.08261289413963577,-0.4491807367818264,-0.40383831839206114,,,,,,1.234980527617991,,
44.6333333,8.466666667,5,18.7,0.41999999999999993,,-0.6607706543769281,,-0.80218680882505,0.0923180638335314,-0.21930201909825478,-0.8021626757059408,-0.283454660300032,0.049157893069852715,-0.44805038350326765,-0.4225365134994337,,,,,,0.05001624300870666,,
44.6666667,8.483333333,5,30.1,0.21999999999999975,,-0.460493846517727,,-0.45980404064615377,0.12243319722430149,-0.23548872305262436,-0.6344283723531405,0.4787495842246855,0.17249963128270124,-0.4338769310821813,-0.3947579158444956,,,,,,0.44902109985755906,,
44.5833333,8.45,5,13.7,0.3899999999999997,,-0.6897661893387418,,-1.042743832571335,-0.06563065286367663,0.013879750218587278,-0.7673232541516577,-0.25312131783530156,-0.0223969920522748,-0.4543908246453746,-0.44161444011174084,,,,,,1.4942509008777403,,
44.6833333,8.5,5,37.9,1.5700000000000003,,-0.23989541290089175,,-0.20114080427213324,-0.5063744799143591,-0.08131192388020451,-0.11644260403802609,0.21953671824400947,-1.1302283784142941,-0.2601553160295677,-0.34162389032455387,,,,,0.9440975567661153,,,
44.6833333,8.5,5,32.0,1.459999999999999,,-0.6467530235831374,,-0.5297333387203333,-0.508772781412548,-0.534399058116919,-0.558687915623933,-0.12302297606013328,-0.5787445855054115,-0.40502674354849855,-0.4453343890950178,,,,,1.1789318068296737,,,
44.6833333,8.5,5,23.0,0.5099999999999998,,-0.18220865709694078,,-0.1703139663862068,-0.4080399990940498,0.10428416339563033,-0.0746413225970043,0.2912427808275449,-0.6852799361205144,-0.22445424998721894,-0.29371321480664514,,,,,0.6973090934372265,,,
44.3572222,8.445277778,5,14.5,1.3900000000000006,,-0.6421896505867095,,-0.5846994261543116,-0.1824383836085557,-0.5070768285736326,-0.7678148852700113,-0.41378871390290545,0.003384329903596324,-0.4338769310821813,-0.4245770495046846,,,,,,,,
44.7,8.466666667,5,69.5,1.0,,-0.13930741896924703,,-0.1253696270174981,-0.508772781412548,0.11275570083169892,-0.0330975638139415,0.354524578412012,-1.1139623093979598,-0.18571201291755557,-0.27336826416066246,,,,,0.8052522207929396,,,
44.6833333,8.5,5,31.5,1.4900000000000002,,-0.24070922442583162,,-0.2049650588663537,-0.5066405230289189,-0.0686108973186687,-0.11502258343440885,0.207443962945218,-1.105965818082847,-0.2561483768445576,-0.3421791936435831,,,,,0.8716135400208929,,,
46.45469,8.94303,5,24.9,-0.45999999999999996,,-0.27905468847452736,,-0.9222615482500026,0.4716210226438215,0.7080808742860949,-0.7884009677609889,1.544854123586398,0.34359673946538,,-0.2215885958791228,,,,,0.21740353469148527,,,
46.45469,8.94303,5,24.5,-0.6600000000000001,,-0.27832148095395004,,-0.9243250722452275,0.48456701547259207,0.7204764502834108,-0.7938507701048885,1.5156285591775922,0.3642859106110802,,-0.23563782245524564,,,,,,,,
46.45469,8.94303,5,24.2,-0.6600000000000001,,-0.25191665985104483,,-0.9222615482500026,0.4874738117396604,0.7889405174743399,-0.8080722939150681,1.600289637116259,0.37037782663346586,,-0.22740640959602568,,,,,,,,
46.6129,9.44491,5,18.0,-0.16000000000000014,,-0.3450748534758724,,-0.9707124063894504,0.25926057278581505,0.7047220624786922,-0.8022770943179031,1.6161990823618977,-0.45654402998910126,,-0.43248414587845924,,,,,-0.8613908475785588,,,
46.9693,9.48696,5,36.5,0.17999999999999972,,-0.7454690993852481,,-0.852694566449511,-0.19883426547880517,-0.1618356555110082,-0.6630600236515208,-0.40132026709247287,-0.28347029450154687,-0.38753164343682306,-0.43248414587845924,,,,,0.0,,,
46.61848,9.65865,5,17.0,,,-0.4639212489802897,,-1.0341842337473823,0.3512152946507857,0.45713914349941076,-0.7994336698263166,1.2863072933035862,-0.5202834162748889,,-0.41211807031928793,,,,,,,,
46.08115,7.098660000000002,5,21.1,1.0500000000000007,,-0.8605845743380003,,-0.8345072964586389,-0.4759730281724743,-0.26350654057532213,-0.7273271409710358,-0.13741456148621173,-0.7308836528627165,-0.42271814621467124,-0.4420984722917871,,,,,0.4672000297775908,,,
46.30173,7.92536,5,16.1,0.33999999999999986,,-0.671644858221757,,-0.855390377456359,-0.17920806516552085,0.06579255293676829,-0.7544337731723145,0.41552547368020565,-0.37188286324267184,-0.42049583475342905,-0.36305839255918604,,,,,-0.8393717535695083,,,
46.30225,7.92939,5,22.5,-0.5300000000000002,,-0.6477755804969214,,-0.7021032152032578,-0.2876279371708255,0.011478832249626614,-0.6925881762273184,0.46781926385883976,-0.5136479309609024,-0.3745365447062317,-0.33499617208218674,,,,,-0.5884255860300518,,,
46.18651,7.41623,5,28.0,-0.10000000000000053,,-0.11296020882466579,,-0.25276820575325815,0.5494072350069303,0.7097517371022486,-0.21021331617056724,1.7931076590588166,-0.24663000610750593,-0.3256911793397071,-0.1358421493164321,,,,,0.1770682204408717,,,
46.18736,7.41597,5,24.9,-0.5800000000000001,,-0.14151683654200595,,-0.3024089724519227,0.5339261534373239,0.7114169558444825,-0.25461894353486775,1.766131567092803,-0.24902790645670866,-0.3467426231679218,-0.17787635873993646,,,,,0.11334725103221739,,,
46.5627,8.36098,5,18.6,,,-0.9287909459726533,,-0.7600855921425396,-0.5034551414711893,-0.539629216903512,-0.7624642320832292,-0.15206935486184342,-1.062016688787516,-0.4338769310821813,-0.40903946179402145,,,,,0.4839875792354368,,,
46.2077,7.011839999999999,5,55.0,,,-0.6721348674461803,,-0.8750125124531998,-0.12364033624822729,0.038570399791261166,-0.720423699021072,0.3595792297658461,-0.31174494550348,,-0.4277286140475579,,,,,,,,
46.38643,7.64338,5,45.5,0.1299999999999999,,-0.38567005432158225,,-0.918855274366935,0.27551454168432066,0.6193851802468028,-0.7938507701048885,1.5332914910056372,-0.6852799361205144,-0.4338769310821813,-0.4453343890950178,,,,,0.43188889560833366,,,
46.38173,7.632639999999999,5,45.9,-0.5700000000000003,,-0.3693788018292098,,-0.8992324794006235,0.2905896406250082,0.640946551957571,-0.7857240240359952,1.570275698502349,-0.6300321132076728,-0.4338769310821813,-0.4634190151320796,,,,,0.44984694701299693,,,
46.3815,7.63134,5,37.3,-0.1299999999999999,,-0.3685517710563231,,-0.8892955974086565,0.3007071275813561,0.6457180779533682,-0.7783911677863828,1.5713870410963018,-0.6852799361205144,-0.4338769310821813,-0.45843786590743996,,,,,0.3939781331862717,,,
46.38397,7.6346,5,43.6,-0.6000000000000005,,-0.39321915808142316,,-0.9134887113182254,0.2609043083087375,0.6133373669481139,-0.7905653236380755,1.50423724893427,-0.6897117670888342,-0.42271814621467124,-0.46508772479967747,,,,,0.3530543331835013,,,
46.37746,7.62547,5,44.0,0.2400000000000002,,-0.40946551296176176,,-0.9069198748049256,0.28980483654873385,0.5676769415747535,-0.7778762838256489,1.4537711523210377,-0.6635232530508023,-0.42271814621467124,-0.4490752657618889,,,,,0.3313050330167344,,,
46.37881,7.63003,5,51.0,-0.45999999999999996,,-0.3912375767781796,,-0.918855274366935,0.26743815928039577,0.6143505023467464,-0.7927503666231728,1.514437071259267,-0.6941712079992123,-0.4338769310821813,-0.44695827193258675,,,,,0.3530543331835013,,,
46.18258,7.187,5,24.2,0.17999999999999972,,-0.5714997891580423,,-0.9935472727628,0.11013985041504099,0.2857118773954812,-0.8146214193890675,0.9311425994584706,-0.4406728799418345,-0.43836265166313254,-0.466760632662986,,,,,0.0,,,
46.71674,9.20027,5,15.2,-0.9100000000000001,,-0.23013048462739913,,-0.48961521064942215,0.2834921943675855,0.6823135680343128,-0.6180070479669992,1.3811230630155404,0.580835290108922,,-0.24878235898637593,,,,,,,,
45.7630254,6.985010000000001,5,36.0,-0.3600000000000003,,-0.5309547388319006,,-0.6778858878427763,-0.07931114022128735,0.1399867596663475,-0.6352536742672722,0.3155628326928651,0.08618961321878905,-0.4338769310821813,-0.4159864837347223,,,,,-0.44991350858018125,,,
46.7729,9.41885,5,14.7,-0.7599999999999998,,-0.33146830813813744,,-0.49874004690782886,0.13449924467928245,0.3181334187378882,-0.7145008708018289,0.1951659134624386,0.748653423916086,-0.389707944294042,-0.33913074818860073,,,,,-0.2048821775895031,,,
46.76984,9.42666,5,17.2,-0.5200000000000005,,-0.45630679357738335,,-0.666509175890585,0.198954833700455,0.16073790444837296,-0.7727902368551959,-0.04462796971143334,0.49614942436817244,,-0.39235727210953086,,,,,-0.7415088442909775,,,
46.14504,7.171639999999999,5,25.0,-0.17999999999999972,,-0.45717052089360405,,-0.6086837791971278,0.2280799749292402,0.1657920216788489,-0.6180070479669992,0.8695775383903104,-0.013699635396913839,-0.30491710121582627,-0.32680335429514396,,,,,0.1770682204408717,,,
46.6875,8.959,5,13.5,0.13999999999999968,,-0.3207176379943089,,-1.0403459730479199,0.3954273611764861,0.7381107655276778,-0.815226203820968,1.6960939744680485,-0.5029519488405682,,-0.4420984722917871,,,,,0.13330447743669932,,,
46.20722,6.900930000000002,5,29.5,-0.14000000000000057,,-0.3951877709204591,,-0.9030501993954864,0.4565910240988535,0.5354962201167361,-0.8045775754355495,1.5096533236542535,-0.5980381536512424,-0.42271814621467124,-0.45185385105412673,,,,,0.1770682204408717,,,
46.20722,6.900930000000002,5,23.1,-0.3600000000000003,,-0.4684652980090622,,-0.8973426703298323,0.36884382453058323,0.41501390086663725,-0.7977444376433126,1.2296661306876653,-0.47606591839879325,-0.4338769310821813,-0.44695827193258675,,,,,-0.04409575253418935,,,
46.07518,7.235580000000001,5,17.4,0.41000000000000014,,-0.5796260387192516,,-0.9642842688256942,0.27551454168432066,0.23597483383778872,-0.8244953808539794,0.9554612570674861,-0.6424083909188463,-0.4338769310821813,-0.4293100154333731,,,,,-0.690628641031612,,,
46.622011,9.181379,5,24.9,-0.009999999999999787,,-0.3747926810990006,,-0.9814783541122907,0.3091472443529458,0.6061865124434075,-0.8185814237556208,1.365481121444179,0.03476171180262149,-0.4496331050881091,-0.451526355394893,,,,,,,,
48.008769,16.229269,5,30.9,-0.14000000000000057,,-0.33302265460866187,,-0.49874004690782886,0.3639556456050451,0.36644591750581207,-0.3371020190670014,1.0178794171741121,-0.12354813753593136,-0.4006347359155354,-0.3531013426303943,,-0.3873711102321192,,,0.30158455852457605,,,
48.008769,16.229269,5,31.5,-0.3600000000000003,,-0.06589438989894371,,-0.48545513270726237,0.3893881080022792,0.37044598723869804,-0.331852372118042,1.0510840747783263,-0.14357979769448828,5.720559286234681,-0.3300683782660351,,-0.31713330884363533,,,,,,
48.008769,16.229269,5,24.8,-0.71,,-0.38488759071048123,,-0.5538194076678881,0.2997024082021014,0.3095688270350482,-0.3830933981607725,0.9265616140031049,-0.19447515342022167,,-0.3474778335514485,,-0.3873711102321192,,,,,,
48.008769,16.229269,5,29.0,-0.28000000000000025,,-0.34671622980009115,,-0.5110576973424865,0.3632543358271918,0.34681521969310686,-0.35073937833744845,0.9947250190120881,-0.13779903677440156,,-0.33913074818860073,,-0.3726100797191836,,,,,,
48.008769,16.229269,5,34.8,-0.20999999999999996,,-0.3236890947604092,,-0.4787501468273181,0.321232144992721,0.3918843630563346,-0.32593571322698695,1.0491684871154576,-0.15129097452574705,,-0.3363715096277793,,-0.3950728947591378,,,,,,
48.008769,16.229269,5,34.6,-0.45999999999999996,,-0.2926802361454047,,-0.43158853422027077,0.3225031115723078,0.4252937507911875,-0.2966717635751724,1.1545288252474541,-0.23384186197685208,,-0.2642887168024999,,-0.3389569833877257,,,,,,
48.008769,16.229269,5,33.8,-0.17999999999999972,,-0.3512975526431108,,-0.5129522451568258,0.35917180969912454,0.34463357342337886,-0.34339578163750445,0.9762093707379406,-0.1732053161571408,,,,-0.3798875126886159,,,,,,
48.008769,16.229269,5,32.1,-0.29000000000000004,,-0.33113238428141234,,-0.48398401809299424,0.3512152946507857,0.3654408079293077,-0.33635529822694155,1.0408142792642998,-0.1542305170350468,,-0.33499617208218674,,-0.3726100797191836,,,,,,
47.772023,16.323575,5,37.3,,,-0.25089705120173583,,-0.5212441070659596,0.780635023007337,0.31256472180613165,-0.6569183948676619,0.5513517058549239,0.8981759291208115,-0.36807893955389265,-0.1378819344241214,,-0.10642715011067323,,,-0.29392480463679793,,,
47.967323,16.2128,5,22.1,-0.009999999999999787,,-0.6584212585370144,,-0.9857301189433818,0.12141755037549891,-0.0049517335183266705,-0.7391725929191099,0.1447403078162326,-0.09587024820904647,,-0.4485861301729451,,,,,,0.8901971999202645,,
47.8321,16.1647,5,16.3,0.3899999999999997,,-0.7279632975785825,,-0.9789574802367383,-0.02115191110280665,-0.1139088650077138,-0.7310680888797799,-0.2947760018020469,-0.1448246293374188,,-0.4567857404075518,,,,,-0.7415088442909775,1.0665231051119963,,
47.1149,13.1365,5,36.3,,,-0.7910552408301706,,-0.666509175890585,-0.5125210799276413,-0.40918795669565855,-0.7152817712432206,0.027157801405444097,-0.8052476587762726,,,,,,,0.7290606185269316,,,
47.1149,13.1365,5,42.4,,,-0.7377256335267435,,-0.6132705598267879,-0.4862081527021187,-0.40918795669565855,-0.6929426078982033,0.14737122611848158,-0.7948746404767646,,,,,,,0.82266101172209,,,
47.1149,13.1365,5,38.1,,,-0.7892983582983555,,-0.666509175890585,-0.5125210799276413,-0.40118217448650995,-0.7152817712432206,0.02333401469692288,-0.7948746404767646,,,,,,,0.7290606185269316,,,
47.1149,13.1365,5,36.8,,,-0.8038486965865247,,-0.68672745774785,-0.4862081527021187,-0.40118217448650995,-0.7192267937637976,0.019491893689758136,-0.8210945966790156,,,,,,,0.7290606185269316,,,
47.1149,13.1365,5,38.1,,,-0.7925824013832984,,-0.6693109663871878,-0.5125210799276413,-0.40118217448650995,-0.7152817712432206,0.03096342796428193,-0.8157732080778239,,,,,,,0.7290606185269316,,,
47.1149,13.1365,5,37.0,,,-0.8006242202137254,,-0.680802637629586,-0.4862081527021187,-0.40118217448650995,-0.7192267937637976,0.019491893689758136,-0.8052476587762726,,,,,,,0.6145923721339696,,,
47.1149,13.1365,5,23.0,,,-0.8262696364510057,,-0.7117442622790507,-0.4862081527021187,-0.3855504002383114,-0.7273271409710358,-0.04462796971143334,-0.8157732080778239,,,,,,,0.6145923721339696,,,
47.1149,13.1365,5,45.0,1.0500000000000007,,-0.7964888470511023,,-0.6967816426952638,-0.5045152087109408,-0.4140545850097013,-0.7110194576033442,0.05857699584189719,-0.8173654750361673,-0.3779914455040236,-0.4131989595273679,,,,,0.8558072954583689,,,
47.1149,13.1365,5,44.0,0.5199999999999996,,-0.7916794586962607,,-0.6805096126174563,-0.4992320084261096,-0.40597002547765615,-0.7068351607560727,0.07706877717536724,-0.8488666544161606,-0.3892724437469471,-0.41366273615863586,,,,,0.6158726019832887,-0.22244021138765321,,
47.1149,13.1365,5,47.0,0.7199999999999998,,-0.7788064890917143,,-0.6673468181342949,-0.4992320084261096,-0.4124270315405644,-0.6983260995733365,0.09163136940520593,-0.8316948976852411,-0.3836218556539696,-0.4152109985716163,,,,,0.6408309444239467,-0.20205673873486332,,
46.9803,15.3653,5,27.2,-0.08000000000000007,,-0.6643641492548392,,-1.0310522261688544,0.08160271349233385,0.009756703372609157,-0.8062017981252777,0.08028819179953701,-0.023623098824856387,,-0.43727393293328337,,,,,-0.357508085472443,,,
46.9803,15.3653,5,24.1,-0.08000000000000007,,-0.6706337722507885,,-1.0294491037592421,0.06960898980212413,0.00245733878057067,-0.800680421652769,0.07347641384643243,-0.04245123173068106,,-0.43089518670469457,,,,,-0.43005879868687563,,,
46.5886,13.826,5,31.0,,,-0.6973541624599764,,-1.0188581803378847,-0.19684487107357548,0.01189124953199341,-0.8032519716243729,-0.47463878517959057,0.04507643252312759,-0.4557528141231524,-0.41412683648073423,,,,,,,,
46.5886,13.826,5,28.5,-0.07000000000000028,,-0.6915815041441516,,-1.0403459730479199,-0.1477549837096148,0.03069731602885913,-0.8057365557730418,-0.49151215460088876,0.05859697191600745,,-0.4567857404075518,,,,,-1.2934143705388983,,,
46.5886,13.826,5,25.0,-0.11000000000000032,,-0.7070797987045605,,-1.044529250931425,-0.17120153913574643,0.010446277017315818,-0.8074861182556329,-0.4958965056193651,0.028269280886024987,,-0.46009410646875293,,,,,-1.2934143705388983,,,
46.5886,13.826,5,25.0,-0.020000000000000462,,-0.7059623050601168,,-1.0434776476658385,-0.16486629947079418,0.017289474988746167,-0.8074861182556329,-0.4966295687224293,0.025000848655940894,,-0.45843786590743996,,,,,-1.2934143705388983,,,
46.5886,13.826,5,25.65,-0.020000000000000462,,-0.7056366322902804,,-1.044529250931425,-0.16644435307729064,0.017289474988746167,-0.8074861182556329,-0.4958965056193651,0.026636930244561416,,-0.4567857404075518,,,,,-1.2934143705388983,,,
46.5886,13.826,5,25.5,-0.2400000000000002,,-0.7126930797522942,,-1.0424299191777031,-0.16015490551998407,-0.0007043525501816202,-0.8086599764544627,-0.4958965056193651,0.013442360128365789,,-0.46009410646875293,,,,,-1.3482719924537605,,,
47.1422,10.5178,5,17.6,,,-0.291615518062972,,-1.044529250931425,1.1105799466447406,0.4722209460556641,-0.8170502165447024,1.7254893191144822,-0.20931739297828492,,-0.46009410646875293,,,,,,,,
47.9261,16.4728,5,24.3,,,-0.18600588694593578,,-0.47361087365231647,0.8145338353067334,0.6350620447217723,-0.40912387700334474,1.587330667480139,0.4097171950101542,-0.2641724639878628,-0.21352823463350581,,0.010293449573722383,,,-0.12358551791094044,0.6962178324882968,,
47.9739,16.6078,5,22.8,,,-0.4426639730192668,,-0.9772892284786338,0.4716210226438215,0.41728336555261947,-0.7409160399348467,1.216458724351211,-0.20636948066809044,,-0.37901279836340496,,-0.6316818257315372,,,,,,
47.743516,14.256649,5,11.5,-0.2400000000000002,,-0.7641637213547519,,-1.0341842337473823,-0.040402262213308185,-0.1732053758674829,-0.8017055730654145,-0.4973633030673261,-0.11533106642672074,-0.44737256029841743,-0.3834312672679994,,,,,-0.8843932653146089,,,
47.719742,14.331302,5,25.6,-0.20999999999999996,,0.3827769770386403,,0.3241656082673978,1.127113326996223,0.9326413963454658,0.32990157881423404,2.0933458299333707,-0.19158761429946589,-0.2481649181646257,-0.04020958747012643,,,,,-0.12898562029386998,,,
47.7338,13.1518,5,11.5,,,0.21982798813948468,,0.1639406131506016,1.1310197810270282,0.7665645766153036,0.16632937461590025,2.1088274839896495,-0.5252123841568672,,0.10357133466698953,,,,,,,,
47.582,13.4225,5,12.25,0.0,,0.13491895139901885,,0.05951901277383557,0.7250294594827754,0.8462079640453268,0.10191641564427024,1.8895509588580035,-0.10661643133541547,-0.4253890611177223,-0.15947510622566563,,,,,-0.60184214256043,,,
47.582,13.4225,5,11.3,0.46999999999999975,,0.12070486385717451,,0.03565349237895386,0.6633554838016742,0.8125161982970749,0.09742235933083812,1.8958353183271466,-0.1072072524862392,-0.4231629846209885,-0.16074252091788976,,,,,-0.690628641031612,,,
47.3367,11.1851,5,11.3,-1.1600000000000001,,-0.6144634521663651,,-1.0242024059119201,0.30340447805387705,0.10825567097597454,-0.7833939670789681,0.7799883690248178,-0.438322269566964,,,,-0.9586595982804166,,,,0.03603152315985129,,
47.1795,9.7997,5,14.2,0.040000000000000036,,-0.37262039518547996,,-0.7880331091444427,-0.06522463641488309,0.6416173523591491,-0.8115616630509477,1.4232958839221077,-0.13656635273654677,,-0.395359433434133,,,,,,,,
47.2091,14.5693,5,14.7,-0.7000000000000002,,-0.1463110040154617,,-0.3652814692726348,0.530676802294042,0.6326299202762427,-0.29618971157317725,0.9151821806815958,0.8791648385597968,-0.32778372074933876,-0.09343540225357351,,,,,-0.2440771400951825,,,
47.065,10.9657,5,11.4,,,-0.9851060162785906,,-0.9206214436406394,-0.439920681509933,-0.43122312345067465,-0.7662942574469349,-0.5541648308256952,-0.6869608011899865,,-0.46575638297917127,,,,,,,,
46.7236,12.7669,5,12.3,,,-0.5522391776865777,,-0.9062712607736522,0.11117318726458034,0.3012349830788102,-0.7938507701048885,0.9547423343366193,-0.4099487964856001,,,,,,,,,,
46.8892,13.5148,5,11.6,,,-0.3107258818674566,,-0.6155919973753179,0.1560570677741071,0.5222557935634077,-0.7248667579550675,0.8014356129396224,0.6954692010866214,-0.3552425344305035,-0.2809248624791334,,,,,0.04836996262153321,-0.22244021138765321,,
47.2412,9.9791,5,11.9,,,-0.4713060558180161,,-1.0341842337473823,0.4125665690774213,0.41044338537670366,-0.7994336698263166,1.2245462409160666,-0.38048935578520143,,-0.46009410646875293,,,,,,,,
47.3718,9.9017,5,12.3,-0.6600000000000001,,-0.688847726182804,,,-0.34112563883076275,0.07282513065655935,-0.8219866217187923,-0.5841096210259472,0.11766759776188104,,,,,,,,,,
46.6735,13.0571,5,10.9,,,-0.574323687027074,,,0.06960898980212413,0.27212167877695737,-0.7799428143444778,0.723603870556866,-0.129620958422435,,,,,,,,,,
47.3681,15.32,5,10.8,-0.9100000000000001,,-0.20388415618512715,,-0.3105834757756087,0.5828273553726414,0.10171405133277864,-0.7306493920925415,-0.5303313912130361,1.0874643897146778,,-0.020228675137894465,,-0.5644560200052448,,,-0.9084709550687039,0.4915201793238338,,
47.022549,14.413375,5,24.3,-1.0600000000000005,,-0.22284028048085325,,-0.5420608511410481,0.34691263359950075,0.642860708034347,-0.514865405691779,1.1922295164513157,0.7174995143031472,,0.1000096539760394,,-0.5233166462469421,,,0.3530543331835013,,,
47.022549,14.413375,5,21.3,-0.96,,-0.24845386164642422,,-0.5568366249716773,0.30838445570789236,0.6082402201136609,-0.5317507732877145,1.104733068710593,0.6663490429273716,,0.057997919699744806,,-0.6964185085928706,,,0.30859688690773834,,,
47.022549,14.413375,5,24.5,-1.0600000000000005,,-0.2671312276955884,,-0.5846994261543116,0.2842846220661602,0.5947355893283884,-0.5905844542311026,1.0534191467504344,0.6540073313430865,,0.028439039560036464,,-0.4466941491173779,,,0.2599373863425496,,,
47.022549,14.413375,5,20.3,-0.8600000000000003,,-0.29750223621803745,,-0.6132705598267879,0.28665614820925295,0.5472319573900765,-0.6480046582449839,0.9697058988560503,0.6113324461505661,,-0.015113522388177831,,,,,0.0,,,
47.66422,14.986191,5,17.5,0.3099999999999996,,-0.7383303120011118,,-0.9781221309303942,0.006092881069610465,-0.09179852732537594,-0.7413539871606005,0.16458622681303117,-0.36685314931434765,-0.45473121173425096,-0.45843786590743996,,,,,-0.8393717535695083,,,
47.668206,14.783171,5,24.0,0.47999999999999954,,-0.827063260167473,,-0.9503312215212237,-0.34112563883076275,-0.15648928705461643,-0.7365821019489509,-0.34354761832687486,-0.3916295369035872,-0.4557755239182792,-0.4634190151320796,,,,,-0.9084709550687039,,,
47.611275,13.629066,5,18.5,11.739999999999998,,-0.6770865997279827,,-0.655570182940119,-0.26887635980550084,-0.28061718284052245,-0.480615647798881,-0.24772744163897023,-0.661682695791361,-0.4538463581023455,-0.4437144622908188,,,,,-0.7596504230099668,,,
