WGS84_latitude,WGS84_longitude,total_dissolved_solids_in_mmol/L_log_gauss,Na_in_mmol/L_log_gauss,Mg_in_mmol/L_log_gauss,Ca_in_mmol/L_log_gauss,Cl_in_mmol/L_log_gauss,SO4_in_mmol/L_log_gauss,HCO3_in_mmol/L_log_gauss,Li_in_mmol/L_log_gauss,K_in_mmol/L_log_gauss,Sr_in_umol/L_log_gauss,Fe_in_mmol/L_log_gauss,F_in_umol/L_log_gauss
40.96166,-111.148254,-1.4122589,-1.2580345,-2.138889,-1.8716494,-1.2302961,-0.8323415,0.19268464,-0.2122439,-0.90548944,-0.21695527,-0.11380034,0.1615617
41.76325,-108.327415,-1.2790821,-1.2977782,-0.8874862,-0.9500251,-1.2088479,-0.017313369,0.25683698,0.008142386,-0.18850347,0.0014548895,0.01275263,-0.028165651
48.662262,-105.73466,2.308832,1.7768439,0.90929323,1.8692886,2.3218336,-0.049942423,-0.43475905,-0.04607478,2.781712,-0.062182967,0.96440715,-0.020315494
40.17016,-109.67332,-0.56235904,-0.59164643,-0.7655963,-0.92742604,-0.58618885,-0.0076434165,1.0523866,-0.5701897,-0.1265805,-0.40650618,0.007873407,0.028835606
35.12436,-96.109184,1.1568992,1.1423655,1.3257565,1.2622944,1.181905,-0.17994723,-1.0568813,-0.02744446,-0.014371448,-0.017624326,0.4421473,-0.01938336
27.8053,-95.31033,-0.19809836,-0.21158682,-0.46564612,-0.3916554,-0.18852042,-1.0051765,0.13875706,-0.033402797,0.026021868,-0.38863415,-0.0315691,-0.041552056
36.67736,-90.341324,1.157384,0.72372764,1.5192338,1.7243441,1.3216332,-0.14224,-0.7161883,-0.020876285,0.9708871,1.3066334,1.7081999,-0.018563384
31.442917,-95.15262,0.22649576,0.20745611,0.052742686,0.1472498,0.24225488,-0.9692693,-0.0806373,0.011217337,0.05564738,0.28696755,0.040146902,-0.04051806
34.517445,-97.9118,0.24732715,0.22143924,0.25383225,0.28660637,0.25246492,0.031400587,-0.17005315,0.026728507,0.08295918,0.05068881,-0.08776192,-0.029234003
35.60256,-99.724205,-0.062386885,-0.06669282,-0.050856464,-0.0687754,-0.06778419,0.13616365,0.175565,0.0016609825,0.010454175,0.00818864,-0.017628511,-0.025571847
34.76418,-98.18859,0.43101144,0.40141666,0.58104336,0.50330174,0.46323916,0.29161972,-0.58751976,-0.025391784,0.051089585,-0.03739062,0.04039278,-0.028002148
37.750317,-104.58421,-0.78163683,-0.762425,-1.0245923,-1.102681,-0.7366864,-0.45220423,0.6139963,-0.027956575,-0.2200802,-0.2688395,-0.13555619,-0.03101736
40.032196,-105.514656,-0.7268256,-0.7183498,-0.7542755,-0.8091077,-0.71910805,-0.057846647,0.6908943,0.013871068,-0.0020256608,-0.01691411,0.002685118,-0.021113394
37.228836,-100.26896,0.53204304,0.5817544,0.55730224,0.4061533,0.5226844,0.7740829,-0.19150177,-0.03275267,0.036338575,-0.06614028,0.022261783,-0.024171576
41.076733,-107.25224,-0.8578243,-0.847196,-0.8409122,-1.033407,-0.8816353,-0.34993893,0.73822314,-0.038780406,-0.2909989,-0.22285493,-0.059004184,-0.07469719
33.826702,-97.22895,0.31425804,0.2805532,0.33682913,0.33711815,0.34475672,-0.006487571,-0.26925614,0.15342551,0.1857352,0.17959578,0.026833411,-0.057924464
35.388344,-99.88428,-0.31441206,-0.3055774,-0.7293312,-0.7433503,-0.37872747,-1.2731336,0.9320257,-0.01823229,-0.00032193563,0.002640496,0.07208506,-0.022197984
39.223938,-103.64508,0.039641786,-7.616839e-05,0.10687924,-0.0136412885,0.020761264,1.2601207,0.40186417,0.20618439,0.11786325,-0.0009940523,-0.09572351,-0.026020635
37.9569,-98.495056,0.69325507,0.7064424,0.7604138,0.64877194,0.6968535,0.5401209,-0.75076383,0.0129034445,0.07837975,0.015479121,-0.05189742,-0.027070757
41.943207,-108.44955,-1.1488495,-1.160719,-0.64597213,-0.76899284,-1.1168046,0.26131877,0.276643,0.008371895,-0.117785566,0.006612368,-0.7896569,-0.020915436
39.923016,-106.85131,-0.8192845,-0.80504704,-1.0563742,-1.1420672,-0.755767,-0.88153434,0.6767234,-0.0108584,-0.18403691,-0.02061339,0.08182624,-0.03057648
33.469234,-96.22488,0.31877747,0.3067052,0.24651125,0.4641198,0.32700494,-0.07291837,-0.44805726,-0.013323645,0.15487744,-0.015948474,1.6429155,-0.023037499
34.01964,-97.99458,0.322978,0.31848437,0.3289311,0.3117127,0.31232175,0.17281447,-0.1722119,-0.0155862225,0.019330014,0.009176518,-0.044878725,-0.02635339
35.29929,-100.69092,-0.12528293,-0.1399254,-0.18389869,-0.20489383,-0.14312363,0.15915258,0.43962067,-0.021058237,0.049623705,-0.019618537,-0.0992399,-0.020502217
38.631996,-98.3261,0.95303226,0.9744651,1.1209158,1.0265764,0.98026985,0.30905265,-0.7248969,0.023173792,0.39891955,0.0495742,-0.06781961,-0.022903986
33.19816,-100.78953,-0.45366916,-0.46786276,-0.60735685,-0.5868567,-0.37193546,-0.643949,0.3897419,0.0036684053,0.041826397,-0.020820295,-0.53834635,-0.027325947
39.71288,-106.51198,-1.0426587,-1.0599735,-0.9445937,-1.0566355,-0.9399755,-0.6886365,0.20611356,-0.051067464,-0.46607628,-0.3938294,0.07660175,-0.098682985
44.437126,-71.42816,-1.6215079,-1.830554,-0.45174593,-0.66328907,-1.6460595,0.5633843,-0.06804582,-0.08733788,-1.0874256,0.011061603,-0.17085005,-0.05630051
35.752758,-95.26361,1.2880155,1.0025284,1.4409907,1.4758352,1.3701587,-0.36711174,-1.0794313,-0.017733539,0.006595272,0.015358623,-0.034345604,-0.021984452
36.655087,-97.30861,0.6666511,0.6118053,0.93832916,0.8558018,0.7083712,0.27067307,-0.4533629,0.054085337,0.34474075,0.07772143,-0.059057012,-0.023715662
37.140774,-103.8554,-0.7441273,-0.7046061,-0.98445934,-1.0330231,-0.68041694,-0.592328,0.6294996,-0.027288616,-0.100722514,-0.070648156,-0.073799916,-0.026569614
